x,y,class
2.9307990225099982,-4.511998166031687,1.0
3.1900294652034744,-4.408183610185572,1.0
3.346433938856699,-4.16546483778502,1.0
3.6745578362257842,-4.129551949653472,1.0
3.8502974214192176,-3.9113809261204295,1.0
4.068781718048425,-3.736869096375501,1.0
4.3991156402183265,-3.649539803223628,1.0
4.561662397114918,-3.411763239355929,1.0
4.694235197887997,-3.1553247037362397,1.0
4.962389006035728,-2.984303269312553,1.0
4.996037697853914,-2.671701680453972,1.0
5.3066084016470105,-2.5028157273591134,1.0
5.31091048162297,-2.185175572848975,1.0
5.510242056966789,-1.9490019245915293,1.0
5.800015519254664,-1.7283087118531328,1.0
5.6123855857374565,-1.3689216320196984,1.0
6.162978852758642,-1.1780640268543907,1.0
6.168482068027968,-0.8598842870193191,1.0
5.987856318770188,-0.5291458905080687,1.0
6.4806340665956,-0.24492026136952058,1.0
6.562666969460876,0.08263854112088603,1.0
6.315556780186521,0.3981395341111535,1.0
6.2634255724435,0.7128505046781813,1.0
6.527074061591248,1.078064013715905,1.0
6.315362542914846,1.3728766577089222,1.0
6.335580621528075,1.7154392767143392,1.0
6.389508857197814,2.0805255666148015,1.0
6.195665640792927,2.3686015374731495,1.0
6.106632805960123,2.6943155626362483,1.0
5.916099785137252,2.9746326744242224,1.0
5.858462307794574,3.3252516020949234,1.0
5.757317104360179,3.662863204338146,1.0
5.5269382591370535,3.92063771521442,1.0
5.369224537956237,4.230700283320569,1.0
5.276368921568587,4.606478611588678,1.0
4.938535270160847,4.77042351775061,1.0
4.792846174796804,5.1206341158642505,1.0
4.743831872748829,5.609506378220959,1.0
4.347066242436444,5.699182867759135,1.0
4.076034169737863,5.942013042270172,1.0
3.804400647760062,6.1928918042948995,1.0
3.512723056834869,6.422144500925697,1.0
3.2464118578599255,6.718043858581717,1.0
2.92095442895599,6.912911359612336,1.0
2.55580156125947,7.014372527936832,1.0
2.2194732701267483,7.199186847550476,1.0
1.9041868949576441,7.498578315634209,1.0
1.4785597994356776,7.357540024105994,1.0
1.135109416642054,7.61614902023093,1.0
0.7570214270370894,7.732955612721068,1.0
0.3648193316088633,7.720480341713285,1.0
-0.024697082613811858,7.845576990193392,1.0
-0.41808417361059175,7.805138720948238,1.0
-0.8317862945112535,7.9783368539703705,1.0
-1.2097894908078755,7.780919154435695,1.0
-1.6589950311613855,7.994507342187489,1.0
-2.0434340662025616,7.83969305448793,1.0
-2.4394075400734607,7.73917187307812,1.0
-2.824096314966605,7.601577652243763,1.0
-3.303509342582056,7.683012829746209,1.0
-3.6341616283488443,7.401137712076465,1.0
-4.001593736377827,7.207765619425165,1.0
-4.5033505475938895,7.228227402352438,1.0
-4.778650624620184,6.87311464500731,1.0
-5.198932038251975,6.7277505202204,1.0
-5.623223266322177,6.565094286318315,1.0
-5.93579831720776,6.262260314931411,1.0
-6.393804179111154,6.098809218877396,1.0
-6.53654680232116,5.634540080066543,1.0
-6.900974219784393,5.367572825357483,1.0
-7.21005124837272,5.046653338020815,1.0
-7.5615508876788144,4.74412591959516,1.0
-7.893009845487431,4.414587861546387,1.0
-8.041499642416369,3.980062729998009,1.0
-8.258502053959754,3.581800732421655,1.0
-8.349549836062032,3.131925119720183,1.0
-8.696632655826807,2.771327626384745,1.0
-8.800082877321426,2.323369999477376,1.0
-9.079321644523674,1.9139433391019147,1.0
-9.112367844374493,1.446197856924248,1.0
-9.240506983426647,0.9927885989737895,1.0
-9.207288994406898,0.522262374630563,1.0
-9.23715390686878,0.05815582819992497,1.0
-9.6455726841483,-0.42536002744683443,1.0
-9.489709239542437,-0.8988500335871668,1.0
-9.509439528841066,-1.386699737017814,1.0
-9.34781382454892,-1.847927161640214,1.0
-9.46520133346018,-2.371899061246825,1.0
-9.364708208290072,-2.854842940175645,1.0
-9.115614616362777,-3.288956117625462,1.0
-8.961216849698936,-3.753236203476493,1.0
-8.835799432337444,-4.235533899818079,1.0
-8.717513014963023,-4.732631201461338,1.0
-8.527872873129017,-5.20191555111016,1.0
-8.286154640143785,-5.645766405067326,1.0
-8.132003955470125,-6.162311866422268,1.0
-7.695843880301731,-6.466759074997624,1.0
-7.3701785805869955,-6.854992133124309,1.0
-7.126573953789278,-7.331391939693567,1.0
-6.6699256195280014,-7.591520820115285,1.0
-6.45900551259876,-8.144320150277455,1.0
-6.035320343682632,-8.451511548009803,1.0
-5.605826069474007,-8.750339063673774,1.0
-5.180426392899841,-9.060371958205687,1.0
-4.799403949805958,-9.470894641244714,1.0
-4.335687687179997,-9.743616538433892,1.0
-3.8172950284348506,-9.891618153684332,1.0
-3.356407268791262,-10.198711415252241,1.0
-2.859194770217659,-10.429524081934556,1.0
-2.3299742843866813,-10.55788285238487,1.0
-1.7948639145524834,-10.658115597666123,1.0
-1.2686759962858967,-10.843253016510175,1.0
-0.7151096555493651,-10.801914958146186,1.0
-0.17292125175236564,-10.985584532227838,1.0
0.38105686498132363,-11.000290390730104,1.0
0.9373274687736354,-11.001723585589493,1.0
1.4787788326128755,-10.858045135393855,1.0
2.045757911410644,-10.888017337628947,1.0
2.6157716187122113,-10.872853233823479,1.0
3.2130979248460263,-10.908154469270288,1.0
3.7547051098612254,-10.72259632614102,1.0
4.333478338770447,-10.627151200670674,1.0
4.897196743626912,-10.468594464370726,1.0
5.398809386948821,-10.172559608190559,1.0
5.920230739135173,-9.914872180077413,1.0
6.378037697991526,-9.55354366233976,1.0
7.057478442161145,-9.498321205008075,1.0
7.342207997496814,-8.907127892122077,1.0
7.918859778248285,-8.676888979719854,1.0
8.432167028684965,-8.352910114439945,1.0
8.880560308260568,-7.9523300874288045,1.0
9.153159760199548,-7.400957529991809,1.0
9.614286346964569,-7.003700992848331,1.0
9.965123739744143,-6.517609750660838,1.0
10.222093345594553,-5.973452948270332,1.0
10.741944997693395,-5.57162321955707,1.0
10.977505074922629,-5.009462449976536,1.0
11.469237205722038,-4.551018487054489,1.0
11.647202615101486,-3.9553963102586662,1.0
11.824823060371497,-3.3620855017805575,1.0
11.97807458886178,-2.7622676157603974,1.0
12.209407491861478,-2.174870776884126,1.0
12.316580517046942,-1.5590972596665829,1.0
12.46212538787889,-0.943300503258706,1.0
12.7273142565751,-0.32058109491467196,1.0
12.481119366511843,0.31437983156655114,1.0
12.589042867929958,0.9529073174318959,1.0
12.661882280752328,1.6028073651463906,1.0
12.505779991455029,2.227663829197872,1.0
12.619850525352849,2.9102677699414046,1.0
12.419006836025886,3.5310264362301877,1.0
12.14086673279374,4.123044911743014,1.0
12.050500579236216,4.781665068972811,1.0
11.757640362601578,5.365468519011008,1.0
11.509144977871708,5.969553875925414,1.0
11.294177233458797,6.599943280949141,1.0
11.10722912161896,7.264594672032243,1.0
10.726224030565882,7.813712134349496,1.0
10.298684381614144,8.327192764026892,1.0
9.963791632522923,8.922337919430532,1.0
9.501329366490957,9.412023018045527,1.0
8.952414285546919,9.809380015733963,1.0
8.544426408739287,10.365587410954953,1.0
8.046068203622946,10.82881667464364,1.0
7.565008912355485,11.331485697072061,1.0
6.9426634958049105,11.6271855242335,1.0
6.355871653033157,11.975878127645577,1.0
5.802970745369052,12.40484109627262,1.0
5.167458190836698,12.672351220923982,1.0
4.550201353662791,12.994355319635048,1.0
3.911318316384622,13.278544685392298,1.0
3.2425641423605547,13.478211847294967,1.0
2.5940526392913124,13.806174207509192,1.0
1.9085766395828716,14.01386795639496,1.0
1.2002241329003815,14.087428983810748,1.0
0.482096015818898,13.917072903230308,1.0
-0.22173926506343036,14.086963954882954,1.0
-0.9370528472873074,14.154423855332668,1.0
-1.634941724671903,13.973691344178372,1.0
-2.3608515880806924,14.019017782176444,1.0
-3.0892482663356846,13.998403980879607,1.0
-3.79658642771024,13.848860521641084,1.0
-4.519042279059225,13.731470702614404,1.0
-5.172729187787694,13.403905529144575,1.0
-5.89888865216775,13.25660729659839,1.0
-6.609250608087197,13.04235209651551,1.0
-7.275451535980728,12.724492557259502,1.0
-7.95756521045683,12.421254753507851,1.0
-8.598702108248498,12.04112226483997,1.0
-9.175861955854739,11.570071782329945,1.0
-9.814762632192979,11.17088542166615,1.0
-10.335686432821726,10.632734424161754,1.0
-10.933555053039017,10.16928328888536,1.0
-11.41009302384217,9.587814378272693,1.0
-12.087513565255316,9.159738323615604,1.0
-12.464305353327964,8.492546842584499,1.0
-13.033231939574424,7.950138670725999,1.0
-13.395089197614492,7.272030104707263,1.0
-13.681676680804458,6.558456405858928,1.0
-14.145819671259256,5.924709044375379,1.0
-14.526082598340386,5.241078110211702,1.0
-14.734827215467693,4.491930396031762,1.0
-15.00584962249493,3.7603384628476193,1.0
-15.164183343925439,2.997739023400434,1.0
-15.40266723064009,2.2460708155641402,1.0
-15.56763924615728,1.4745418121953406,1.0
-15.590858676302169,0.6875411436555188,1.0
-15.606020159634898,-0.0982533187644535,1.0
-15.867915572738143,-0.9000711580237458,1.0
-15.784563621900078,-1.6958739203059958,1.0
-15.615157909029188,-2.47823708274822,1.0
-15.594954070037996,-3.287454683792625,1.0
-15.29417156960606,-4.037918720431188,1.0
-15.071980753391385,-4.802939056903423,1.0
-15.144841962789927,-5.680846501758792,1.0
-14.807440451955497,-6.422145409611417,1.0
-14.485632072106768,-7.1695239562718385,1.0
-14.174740253541854,-7.927981529078415,1.0
-14.053867964565336,-8.81741328884043,1.0
-13.44029600714254,-9.407494117845827,1.0
-12.83826622520563,-9.985594311823316,1.0
-12.309318784128353,-10.61070197231012,1.0
-11.993858247040198,-11.44049007411514,1.0
-11.423675457575994,-12.051964309711574,1.0
-10.816916204246013,-12.62871335616112,1.0
-10.113337224169417,-13.087305098519172,1.0
-9.53752617240797,-13.717786873763728,1.0
-8.803983734764612,-14.131077696248024,1.0
-8.173119916373874,-14.72161758979625,1.0
-7.457894922175178,-15.188346861251867,1.0
-6.643392954831544,-15.450621751570882,1.0
-5.932991394789968,-15.969743864108578,1.0
-5.10604136761599,-16.199233250642845,1.0
-4.306230224932557,-16.520975031098885,1.0
-3.4426515932333115,-16.58974434626844,1.0
-2.63450284990796,-16.944149244985503,1.0
-1.7739194812352,-17.015100232482776,1.0
-0.9238924103225374,-17.247982298691383,1.0
-0.054843454082741196,-17.422241652669957,1.0
0.819166270305708,-17.335586517851425,1.0
1.6841956218570957,-17.204017643112397,1.0
2.5781338676655494,-17.29828987617103,1.0
3.451242131713248,-17.173909453410662,1.0
4.3646600434737195,-17.1877798569952,1.0
5.186114454716321,-16.82192233392086,1.0
6.014940864106233,-16.50794670207509,1.0
6.910790374324173,-16.355503806898007,1.0
7.708271829251809,-15.951305776994333,1.0
8.535711768093048,-15.605435870124932,1.0
9.284105021392275,-15.112881954492813,1.0
10.107274755672524,-14.734311813651201,1.0
10.876094508470281,-14.259007807541916,1.0
11.6024170494681,-13.719675188247841,1.0
12.281230088469142,-13.12115671612602,1.0
13.02569509915091,-12.582289856566044,1.0
13.589294321948577,-11.86399104595407,1.0
14.190414727333572,-11.181389636988222,1.0
14.928828130022728,-10.590045313742989,1.0
15.47780257734771,-9.847134093350899,1.0
15.830287255948535,-8.985239691553502,1.0
16.26093998708877,-8.176049282326902,1.0
16.773118933412007,-7.400490059289823,1.0
17.253710775060988,-6.596089627537826,1.0
17.733764260885767,-5.774395303565486,1.0
17.924436634473015,-4.853269882048564,1.0
18.13500634115217,-3.9423115813205536,1.0
18.450745164499867,-3.04747337021042,1.0
18.604723765872524,-2.117433435187569,1.0
18.611551284172084,-1.1732923343533597,1.0
18.69797572531555,-0.23544900922821038,1.0
18.73913320983973,0.7082012896313682,1.0
19.111205188589228,1.6888540990033858,1.0
18.891393027713722,2.6334537160501585,1.0
18.64154161426898,3.563362799963065,1.0
18.652787355141847,4.549616863959984,1.0
18.287700733034992,5.449432400954788,1.0
18.192560564497978,6.434805438106731,1.0
17.80010431134879,7.323857796118659,1.0
17.387513339729107,8.200669533639129,1.0
17.1150642291168,9.152522184060183,1.0
16.629266213881092,10.000581064481828,1.0
16.168141176988087,10.867741627474917,1.0
15.626200316790758,11.68716383863852,1.0
15.055951032178566,12.490531520693128,1.0
14.488980736032792,13.307035889954395,1.0
13.961097136813173,14.1825846348559,1.0
13.174107431064801,14.805362563778903,1.0
12.379115358185064,15.408871261035912,1.0
11.586099992041289,16.01040261477014,1.0
10.798785921003386,16.62485277793202,1.0
9.92042811656076,17.099711273704248,1.0
9.157909824398212,17.79302777263529,1.0
8.202030884710085,18.124396521563227,1.0
7.3210952741350415,18.62100856911095,1.0
6.42360557759895,19.112563805565042,1.0
5.442312456425661,19.37282737521948,1.0
4.465599776612973,19.64650467954658,1.0
3.467363367692896,19.8265592728488,1.0
2.5003922465255277,20.26444056909471,1.0
1.4659066805572796,20.21153856167599,1.0
0.4481541240322374,20.33479165969117,1.0
-0.5741785952537432,20.26137623244607,1.0
-1.6113972142905093,20.43362437671164,1.0
-2.640531375626675,20.34545124638122,1.0
-3.679655698555405,20.286959486748145,1.0
-4.676909310350697,19.99294050374514,1.0
-5.744229203311464,19.963969999386013,1.0
-6.674857862159177,19.453691030233824,1.0
-7.729457811401157,19.301915754994518,1.0
-8.721144151262124,18.952919686322534,1.0
-9.684925339014333,18.529341767551173,1.0
-10.63612199286782,18.070279527426756,1.0
-11.594782437790895,17.606646015796553,1.0
-12.527965711380373,17.08442291099559,1.0
-13.310547610499528,16.356287539034888,1.0
-14.096467257616677,15.642504734255098,1.0
-15.009585536200735,15.056908559732932,1.0
-15.723605449769439,14.25949962818948,1.0
-16.580040203361158,13.579614285983347,1.0
-17.133025020496742,12.646731588446729,1.0
-17.768634457986508,11.781817231687478,1.0
-18.468756321976223,10.94908919897792,1.0
-18.87441873051346,9.941061572724696,1.0
-19.51212930474851,9.052998688382909,1.0
-20.00261231811651,8.08320766070635,1.0
-20.483779555072257,7.10044693536257,1.0
-20.746809774360514,6.040255324551594,1.0
-21.084964385792777,5.002421339253938,1.0
-21.559858618873385,3.9806756695500556,1.0
-21.666835717344973,2.881409268734516,1.0
-21.922137663552665,1.7982365604344914,1.0
-21.894638550618634,0.6894465376932737,1.0
-22.000666063479986,-0.4155832713367431,1.0
-22.028923842661467,-1.5280246898285128,1.0
-22.126273331787665,-2.6594361540163782,1.0
-21.82028104279656,-3.7452850619879547,1.0
-21.65821359969234,-4.851207070068245,1.0
-21.556883834801685,-5.982719072531016,1.0
-21.13589687905403,-7.029663402877734,1.0
-20.86403039763074,-8.1272324804874,1.0
-20.540625530062997,-9.217682469366842,1.0
-19.954052343968655,-10.190845054402757,1.0
-19.538738239781612,-11.253376425803625,1.0
-19.107807482900316,-12.326252581701414,1.0
-18.436983175116413,-13.253890839888614,1.0
-17.735963976241784,-14.157012154390568,1.0
-17.000320196199915,-15.03160482497049,1.0
-16.230837194950634,-15.877070491560376,1.0
-15.419055787377522,-16.682874295607903,1.0
-14.751972093640253,-17.6683875306559,1.0
-13.862366852251377,-18.413395951603388,1.0
-12.835438377159875,-18.96629282913066,1.0
-11.941934921489581,-19.716610612520803,1.0
-10.947313624189434,-20.317235547760067,1.0
-9.978270673119843,-20.985009769895964,1.0
-8.897704634346288,-21.43323554124234,1.0
-7.810665174315018,-21.863242830956896,1.0
-6.699618322614238,-22.227289400933547,1.0
-5.605363370888648,-22.67096386373023,1.0
-4.453349210962983,-22.906218090169812,1.0
-3.3096322440214716,-23.207552705176077,1.0
-2.1389399201297232,-23.36536058013274,1.0
-0.9607476661246184,-23.464112298491894,1.0
0.22167838523502215,-23.473067753836126,1.0
1.4150457111576906,-23.630844830914878,1.0
2.603296604461219,-23.532822258752557,1.0
3.8206967431482792,-23.593877136343895,1.0
4.955196358933489,-23.14512669975535,1.0
6.169981408690703,-23.075102529004308,1.0
7.3176077283840355,-22.715769271088767,1.0
8.54707946430289,-22.569756513012862,1.0
9.630546326224831,-22.014898908409453,1.0
10.739143635734056,-21.52713222254635,1.0
11.814160480663723,-20.9677859881864,1.0
12.848425279183198,-20.33632307009808,1.0
13.943411028576184,-19.78778366023391,1.0
14.848586134637088,-18.967006520862817,1.0
15.82066918293747,-18.23692483265177,1.0
16.91626862326253,-17.623086502260943,1.0
17.616743435015636,-16.593386467088706,1.0
18.578006028031204,-15.811570632651138,1.0
19.33256187360944,-14.842455481047436,1.0
20.149941829964135,-13.915705707216121,1.0
20.917727209564916,-12.94099425289151,1.0
21.656892935183023,-11.934402215045209,1.0
22.296499780959103,-10.861217620616369,1.0
22.66481716191471,-9.660899393397157,1.0
23.212233950831823,-8.540623534310399,1.0
24.092234685240477,-7.510644219885046,1.0
24.07189821020095,-6.193538015465938,1.0
24.34059216820037,-4.9712140390421835,1.0
24.62624477415723,-3.7495709707816514,1.0
24.880825743321086,-2.5148177622321084,1.0
25.01134387807118,-1.260793008630735,1.0
25.109304216398858,-2.4600023229944e-14,1.0
0.002142655372656402,0.0,2.0
-0.04746516120113395,-0.0023926640522657448,2.0
-0.0051575023124946565,-0.0005212921210099284,2.0
-0.18588936980796916,-0.028303356488208375,2.0
-0.20925000431447424,-0.0427362880873842,2.0
-0.2919796022915792,-0.07512439404413705,2.0
-0.12482684141359698,-0.03891419817207283,2.0
-0.3455972221184172,-0.12715776408547932,2.0
-0.1880033453897879,-0.08013660081427271,2.0
-0.39173296702731275,-0.19082353938293095,2.0
-0.49874130250736515,-0.2748399469486543,2.0
-0.5600867067172263,-0.3465041292552216,2.0
-0.5248447574810258,-0.36246184970223005,2.0
-0.5729236464555149,-0.43985860602176047,2.0
-0.5142047325827401,-0.43763493437390627,2.0
-0.5128847663632551,-0.4830912803346051,2.0
-0.7445219925146801,-0.7756305937870164,2.0
-0.6152820773371749,-0.7092527418105367,2.0
-0.4865464806916121,-0.6214955544120002,2.0
-0.45129845459482837,-0.6404599396387574,2.0
-0.5131962655922225,-0.8122804801892994,2.0
-0.5777119979283125,-1.0253239369140372,2.0
-0.4968136442582184,-0.99588695082955,2.0
-0.37514305148572985,-0.8575563706247143,2.0
-0.42181624652042754,-1.1138646852367202,2.0
-0.38600979393811163,-1.1982754119856343,2.0
-0.27586580756826673,-1.0317100445259022,2.0
-0.2851962215338689,-1.3321172772078615,2.0
-0.20923508503712812,-1.2920855071346466,2.0
-0.14041761419096432,-1.2693224241491572,2.0
-0.09990886803669118,-1.6684485449418514,2.0
-0.013745923498624366,-1.455527534992352,2.0
0.06320730120031283,-1.5436969203695787,2.0
0.1453147075879684,-1.5873893924910507,2.0
0.24179841049179052,-1.6955205115773222,2.0
0.3701308241169391,-1.90380250402229,2.0
0.40649105461634,-1.6440582706907843,2.0
0.5289474363356798,-1.7548862008496355,2.0
0.6479586296684461,-1.8137350083116086,2.0
0.7198158788537291,-1.7339284581603622,2.0
0.8512682678993059,-1.7902774442461633,2.0
1.0077266940475156,-1.8702506672951043,2.0
1.0567501775275367,-1.744736669727538,2.0
1.194852414375223,-1.7655743506945814,2.0
1.3069416221148744,-1.7360118823953758,2.0
1.4459567140058909,-1.7318175097839195,2.0
1.5890465718222038,-1.719292320693098,2.0
1.7341423781430954,-1.6963450775506357,2.0
1.9562876863545542,-1.7297405628754403,2.0
1.7210510700168642,-1.3737590440076357,2.0
2.0311940268863915,-1.4601751084375036,2.0
2.0438640512007344,-1.3184759455162705,2.0
2.2361365284335655,-1.2879074270373199,2.0
2.4557637090187603,-1.2541967424677103,2.0
2.5906579696408802,-1.162567445472101,2.0
2.697205630631148,-1.050651134514664,2.0
2.7935783578468603,-0.9291261997350521,2.0
2.749554194874162,-0.763088508000154,2.0
2.987077874192901,-0.6690733395636619,2.0
3.0861607881255413,-0.529715995682624,2.0
3.014158986802889,-0.3622825797754675,2.0
3.182415969266008,-0.2207466061018324,2.0
3.126271322614682,-0.0590539422574667,2.0
3.3124529233713242,0.10430677784473379,2.0
3.1965352774801468,0.262206482365089,2.0
3.1848127433537474,0.4235389550001013,2.0
3.1587814522674744,0.5832173899999332,2.0
3.2664998296439274,0.7749791820132438,2.0
3.296472819260463,0.959739724580919,2.0
3.1942209966388355,1.1072369054488562,2.0
3.245630494236482,1.3115839500160227,2.0
3.1960947636843815,1.482884889274515,2.0
3.1132484466275154,1.6397323245287265,2.0
3.2518207021898755,1.9278220095953944,2.0
3.207287774631074,2.126650669722357,2.0
3.1221569730763603,2.304618196042821,2.0
2.9548312003146373,2.4201067963832497,2.0
2.8711288314989525,2.6037832503513707,2.0
2.6984797706630794,2.7069876819162055,2.0
2.6914226233672305,2.986605818216973,2.0
2.5539756912535454,3.1383803278609386,2.0
2.5806635542710334,3.5192583191785705,2.0
2.3312896521201827,3.540057080449173,2.0
2.136505159043789,3.6298234884480327,2.0
1.957853111836106,3.74579340263317,2.0
1.8314381578061225,3.9801085400408502,2.0
1.5761947766805402,3.9360559996943474,2.0
1.4590872989686094,4.252470102950149,2.0
1.1955005259727565,4.154941557870134,2.0
1.008249138850356,4.310082515685038,2.0
0.7761843042505383,4.279318725597665,2.0
0.5978023086173089,4.60610233122521,2.0
0.36624717274639146,4.6442659144271605,2.0
0.13109575123282938,4.6260525212186066,2.0
-0.10226841990396181,4.640383521191346,2.0
-0.3560965354041189,4.909766052954717,2.0
-0.5904747122509962,4.785505046494565,2.0
-0.8284117920592542,4.736900565607167,2.0
-1.1366086708569199,5.000534908603194,2.0
-1.3307902975217767,4.737172096039279,2.0
-1.6408480331454274,4.882119916903504,2.0
-1.819209623614196,4.6271106606151085,2.0
-2.1034396444018992,4.648065181683815,2.0
-2.3970579816231554,4.657276611963252,2.0
-2.625654924752434,4.52580680895169,2.0
-2.894041506739198,4.455409555733976,2.0
-3.0983260171230858,4.28146201051543,2.0
-3.275168574540703,4.0767574631187085,2.0
-3.7133787998636096,4.173179834482921,2.0
-3.8177673922762434,3.8783348204330745,2.0
-4.101754187155476,3.767151822109049,2.0
-4.356754486341652,3.6143966676874753,2.0
-4.542042014531278,3.3970887426015666,2.0
-4.664675608383274,3.1354556304868817,2.0
-5.019889201525451,3.018882989116336,2.0
-5.152949541022614,2.755612503476189,2.0
-5.302218255002835,2.5007451528537388,2.0
-5.465827514306877,2.2489162283939113,2.0
-5.761645352675747,2.0379246075008774,2.0
-5.674020200935247,1.6907641905356896,2.0
-5.912147784530413,1.4420368790248717,2.0
-5.934010326691818,1.1342962985714262,2.0
-5.894055748716541,0.821629352123175,2.0
-5.9754843921870435,0.5280525853650215,2.0
-6.139564053859736,0.23203032563080112,2.0
-6.229438681566437,-0.07844245747075541,2.0
-6.550434660555076,-0.4129464898741559,2.0
-6.424871078198407,-0.7312248764854785,2.0
-6.438478341816358,-1.0634308325450936,2.0
-6.286703070128368,-1.3666464657059405,2.0
-6.325955952298536,-1.7128332747378772,2.0
-6.4930447018240685,-2.114238482054823,2.0
-6.096569743957442,-2.330717199096915,2.0
-6.170428566957557,-2.7224629749905405,2.0
-6.1737354190479685,-3.1041726420650884,2.0
-5.997304647325122,-3.4040582390085548,2.0
-5.931318311792856,-3.7735645273090284,2.0
-5.645320525359236,-4.004614404658335,2.0
-5.506789664057731,-4.339095231950182,2.0
-5.282107100768061,-4.611488268825455,2.0
-5.109934358228484,-4.9359880416245545,2.0
-4.790383138690783,-5.118002630051204,2.0
